6,0.058,0.064,0.064,0.063,0.056,0.054,0.054,0.054,0.057,0.058,0.057,0.057,0.058,0.058,0.058,0.057,0.046,0.043,0.043,0.044,0.053,0.057,0.057,0.059,0.076,0.082,0.082,0.085,0.107,0.115,0.115,0.117,0.133,0.139,0.138,0.138,0.133,0.132,0.131,0.133,0.146,0.151,0.151,0.15,0.144,0.143,0.143,0.142,0.14,0.139,0.139,0.136,0.112,0.104,0.103,0.103,0.102,0.101,0.101,0.099,0.087,0.083,0.083,0.081,0.07,0.065,0.065,0.064,0.054,0.05,0.05,0.05,0.057,0.059,0.059,0.06,0.062,0.063,0.063,0.063,0.058,0.057,0.057,0.057,0.057,0.057,0.057,0.056,0.046,0.043,0.043,0.042,0.03,0.026,0.026,0.025
7,0.037,0.035,0.035,0.033,0.024,0.021,0.021,0.021,0.025,0.027,0.027,0.026,0.026,0.026,0.026,0.026,0.027,0.027,0.027,0.027,0.023,0.022,0.022,0.023,0.035,0.039,0.039,0.04,0.045,0.046,0.046,0.046,0.048,0.049,0.049,0.049,0.051,0.052,0.052,0.053,0.06,0.062,0.062,0.064,0.075,0.079,0.079,0.079,0.081,0.081,0.081,0.082,0.083,0.084,0.084,0.085,0.088,0.089,0.089,0.09,0.098,0.101,0.1,0.101,0.101,0.101,0.101,0.103,0.113,0.116,0.117,0.117,0.119,0.119,0.12,0.123,0.144,0.152,0.152,0.15,0.136,0.131,0.131,0.13,0.117,0.112,0.112,0.111,0.1,0.096,0.096,0.093,0.075,0.068,0.068,0.069
14,0.25,0.247,0.247,0.244,0.221,0.213,0.213,0.213,0.217,0.219,0.219,0.217,0.201,0.198,0.198,0.198,0.197,0.197,0.197,0.194,0.172,0.164,0.164,0.162,0.143,0.136,0.136,0.135,0.132,0.131,0.131,0.13,0.118,0.114,0.114,0.113,0.102,0.098,0.098,0.098,0.097,0.097,0.097,0.096,0.089,0.086,0.086,0.086,0.088,0.088,0.088,0.087,0.083,0.08,0.08,0.079,0.073,0.071,0.071,0.069,0.051,0.045,0.045,0.049,0.074,0.084,0.084,0.087,0.105,0.112,0.112,0.114,0.13,0.137,0.137,0.138,0.142,0.143,0.143,0.142,0.137,0.135,0.135,0.135,0.133,0.133,0.133,0.136,0.159,0.167,0.166,0.169,0.195,0.204,0.204,0.208
